Date,Time,Code,Dvalue,Price,FinalDate,Notes
25-02-2022,08:31:36,codeSC57,0.27,11.55,25-02-2022,
25-02-2022,08:31:36,codeSC58,0.25,10.35,25-02-2022,
25-02-2022,08:31:36,codeSC59,0.22,8.65,25-02-2022,
25-02-2022,08:31:36,codeSC60,0.19,7.4,25-02-2022,
25-02-2022,08:31:36,codeSC61,0.17,6.3,25-02-2022,
25-02-2022,08:31:36,codeSC62,0.15,5.3,25-02-2022,
25-02-2022,08:31:36,codeSC63,0.13,4.4,25-02-2022,
25-02-2022,08:31:36,codeSC64,0.11,3.65,25-02-2022,
25-02-2022,08:31:36,codeSC65,0.1,2.975,25-02-2022,
25-02-2022,08:31:36,codeSC66,0.08,2.425,25-02-2022,
25-02-2022,08:31:36,codeSC67,0.07,2,25-02-2022,
25-02-2022,08:31:36,codeSC68,0.06,1.55,25-02-2022,
25-02-2022,08:31:36,codeSC69,0.05,1.2,25-02-2022,
25-02-2022,08:31:36,codeSC70,0.04,0.925,25-02-2022,
25-02-2022,08:31:36,codeSC71,0.03,0.675,25-02-2022,
25-02-2022,08:31:36,codeSC72,0.02,0.55,25-02-2022,
25-02-2022,08:31:36,codeSC73,0.02,0.4,25-02-2022,
25-02-2022,08:31:36,codeSC74,0.01,0.325,25-02-2022,
25-02-2022,08:31:36,codeSP12,-0.01,0.325,25-02-2022,
25-02-2022,08:31:36,codeSP13,-0.01,0.35,25-02-2022,
25-02-2022,08:31:36,codeSP14,-0.01,0.35,25-02-2022,
25-02-2022,08:31:36,codeSP15,-0.02,0.45,25-02-2022,
25-02-2022,08:31:36,codeSP16,-0.02,0.475,25-02-2022,
25-02-2022,08:31:36,codeSP17,-0.02,0.525,25-02-2022,
25-02-2022,08:31:36,codeSP18,-0.02,0.6,25-02-2022,
25-02-2022,08:31:36,codeSP19,-0.03,0.7,25-02-2022,
25-02-2022,08:31:36,codeSP20,-0.03,0.8,25-02-2022,
25-02-2022,08:31:36,codeSP21,-0.03,0.925,25-02-2022,
25-02-2022,08:31:36,codeSP22,-0.04,1.05,25-02-2022,
25-02-2022,08:31:36,codeSP23,-0.04,1.225,25-02-2022,
25-02-2022,08:31:36,codeSP24,-0.05,1.325,25-02-2022,
25-02-2022,08:31:36,codeSP25,-0.05,1.525,25-02-2022,
25-02-2022,08:31:36,codeSP26,-0.06,1.725,25-02-2022,
25-02-2022,08:31:36,codeSP27,-0.07,2,25-02-2022,
25-02-2022,08:31:36,codeSP28,-0.08,2.25,25-02-2022,
25-02-2022,08:31:36,codeSP29,-0.09,2.575,25-02-2022,
25-02-2022,08:31:36,codeSP30,-0.09,2.875,25-02-2022,
25-02-2022,08:31:36,codeSP31,-0.11,3.25,25-02-2022,
25-02-2022,08:31:36,codeSP32,-0.12,3.65,25-02-2022,
25-02-2022,08:31:36,codeSP33,-0.13,4.05,25-02-2022,
25-02-2022,08:31:37,codeSP34,-0.14,4.55,25-02-2022,
25-02-2022,08:31:37,codeSP35,-0.16,5.05,25-02-2022,
25-02-2022,08:31:37,codeSP36,-0.18,5.6,25-02-2022,
25-02-2022,08:31:37,codeSP37,-0.2,6.2,25-02-2022,
25-02-2022,08:31:37,codeSP38,-0.22,6.9,25-02-2022,
25-02-2022,08:31:37,codeSP39,-0.24,7.65,25-02-2022,
25-02-2022,08:31:37,codeSP40,-0.26,8.5,25-02-2022,
25-02-2022,08:31:37,codeSP41,-0.29,9.2,25-02-2022,
25-02-2022,08:31:37,codeSP42,-0.32,10.35,25-02-2022,
25-02-2022,08:31:37,codeSP43,-0.35,11.2,25-02-2022,
25-02-2022,08:31:37,codeSP44,-0.39,12.75,25-02-2022,
25-02-2022,08:31:37,codeSP45,-0.42,13.7,25-02-2022,
25-02-2022,08:31:37,codeSP46,-0.47,15.4,25-02-2022,
25-02-2022,08:31:37,codeSP47,-0.52,16.7,25-02-2022,
25-02-2022,08:31:37,codeSP48,-0.57,18.7,25-02-2022,
25-02-2022,08:31:37,codeSP49,-0.63,20.65,25-02-2022,
25-02-2022,08:31:37,codeSP50,-0.72,22.15,25-02-2022,
25-02-2022,08:31:37,codeSP51,-0.83,24.25,25-02-2022,
25-02-2022,08:31:37,codeSP52,-1,26.7,25-02-2022,
25-02-2022,08:31:37,codeSP53,-0.99,29.45,25-02-2022,
25-02-2022,08:31:37,codeSP54,-1,32.95,25-02-2022,
25-02-2022,08:31:37,codeSP55,-1,35.25,25-02-2022,
25-02-2022,08:31:37,codeSP56,-1,39,25-02-2022,
25-02-2022,08:31:37,codeSP57,-0.99,42.2,25-02-2022,
25-02-2022,08:31:37,codeSP58,-0.99,46.05,25-02-2022,
25-02-2022,08:31:37,codeSP59,-0.99,49,25-02-2022,
25-02-2022,08:31:37,codeSP60,-1,53.2,25-02-2022,
25-02-2022,08:31:37,codeSP61,-0.99,57,25-02-2022,
25-02-2022,08:31:37,codeSP62,-0.99,61.05,25-02-2022,
25-02-2022,08:31:37,codeSP63,-0.99,65.2,25-02-2022,
25-02-2022,08:31:37,codeSP64,-1,69.35,25-02-2022,
25-02-2022,08:31:37,codeSP65,-1,73.7,25-02-2022,
25-02-2022,08:31:37,codeSP66,-1,78.1,25-02-2022,
25-02-2022,08:31:37,codeSP67,-0.99,82.6,25-02-2022,
25-02-2022,08:31:37,codeSP68,-1,87.3,25-02-2022,
25-02-2022,08:31:37,codeSP69,-1,91.95,25-02-2022,
25-02-2022,08:31:37,codeSP70,-0.99,96.65,25-02-2022,
25-02-2022,08:31:37,codeSP71,-0.99,101.2,25-02-2022,
25-02-2022,08:31:37,codeSP72,-1,105.8,25-02-2022,
25-02-2022,08:31:37,codeSP73,-1,111.05,25-02-2022,
25-02-2022,08:31:37,codeSP74,-0.99,116.1,25-02-2022,
25-02-2022,08:31:37,codeSC90,1,358.85,28-02-2022,
25-02-2022,08:31:37,codeSC91,1,354.6,28-02-2022,
25-02-2022,08:31:37,codeSC92,1,349.6,28-02-2022,
25-02-2022,08:31:37,codeSC93,1,344.5,28-02-2022,
25-02-2022,08:31:37,codeSC94,1,339.7,28-02-2022,
25-02-2022,08:31:37,codeSC95,1,334.75,28-02-2022,
25-02-2022,08:31:37,codeSC96,1,329.8,28-02-2022,
25-02-2022,08:31:37,codeSC97,1,324.85,28-02-2022,
25-02-2022,08:31:38,codeSC98,1,319.9,28-02-2022,
25-02-2022,08:31:38,codeSC99,1,314.95,28-02-2022,
25-02-2022,08:31:38,codeSC100,1,310,28-02-2022,
25-02-2022,08:31:38,codeSC101,1,304.8,28-02-2022,
25-02-2022,08:31:38,codeSC102,1,299.9,28-02-2022,
25-02-2022,08:31:38,codeSC103,1,294.95,28-02-2022,
25-02-2022,08:31:38,codeSC104,1,290.3,28-02-2022,
25-02-2022,08:31:38,codeSC105,1,285.3,28-02-2022,
25-02-2022,08:31:38,codeSC106,1,280.1,28-02-2022,
25-02-2022,08:31:38,codeSC107,1,275.5,28-02-2022,
25-02-2022,08:31:38,codeSC108,1,270.6,28-02-2022,
25-02-2022,08:31:38,codeSC109,1,265.7,28-02-2022,
25-02-2022,08:31:38,codeSC110,1,260.8,28-02-2022,
25-02-2022,08:31:38,codeSC111,1,255.9,28-02-2022,
25-02-2022,08:31:38,codeSC112,1,251,28-02-2022,
25-02-2022,08:31:38,codeSC113,1,246.1,28-02-2022,
25-02-2022,08:31:38,codeSC114,0.96,241.25,28-02-2022,
25-02-2022,08:31:38,codeSC115,0.96,236.4,28-02-2022,
25-02-2022,08:31:38,codeSC116,0.96,231.5,28-02-2022,
25-02-2022,08:31:38,codeSC117,0.96,226.7,28-02-2022,
25-02-2022,08:31:38,codeSC118,0.96,221.85,28-02-2022,
25-02-2022,08:31:38,codeSC119,0.96,217,28-02-2022,
25-02-2022,08:31:38,codeSC120,0.95,212.2,28-02-2022,
25-02-2022,08:31:38,codeSC121,0.95,207.4,28-02-2022,
25-02-2022,08:31:38,codeSC122,0.96,201.9,28-02-2022,
25-02-2022,08:31:38,codeSC123,0.96,196.9,28-02-2022,
25-02-2022,08:31:38,codeSC124,0.94,193.05,28-02-2022,
25-02-2022,08:31:38,codeSC125,0.95,187.55,28-02-2022,
25-02-2022,08:31:38,codeSC126,0.94,182.95,28-02-2022,
25-02-2022,08:31:38,codeSC127,0.94,178.05,28-02-2022,
25-02-2022,08:31:38,codeSC128,0.93,173.55,28-02-2022,
25-02-2022,08:31:38,codeSC129,0.93,168.8,28-02-2022,
25-02-2022,08:31:38,codeSC130,0.92,164.25,28-02-2022,
25-02-2022,08:31:38,codeSC131,0.91,159.65,28-02-2022,
25-02-2022,08:31:38,codeSC132,0.91,155.05,28-02-2022,
25-02-2022,08:31:38,codeSC133,0.91,149.8,28-02-2022,
25-02-2022,08:31:38,codeSC134,0.9,145.25,28-02-2022,
25-02-2022,08:31:38,codeSC135,0.89,140.75,28-02-2022,
25-02-2022,08:31:38,codeSC136,0.88,136.2,28-02-2022,
25-02-2022,08:31:38,codeSC137,0.87,131.85,28-02-2022,
25-02-2022,08:31:38,codeSC138,0.85,128.6,28-02-2022,
25-02-2022,08:31:38,codeSC139,0.84,124.25,28-02-2022,
25-02-2022,08:31:38,codeSC140,0.83,119.9,28-02-2022,
25-02-2022,08:31:38,codeSC141,0.84,114.3,28-02-2022,
25-02-2022,08:31:39,codeSC142,0.81,111.35,28-02-2022,
25-02-2022,08:31:39,codeSC143,0.81,106.7,28-02-2022,
25-02-2022,08:31:39,codeSC144,0.79,102.6,28-02-2022,
25-02-2022,08:31:39,codeSC145,0.78,98.6,28-02-2022,
25-02-2022,08:31:39,codeSC146,0.77,94.8,28-02-2022,
25-02-2022,08:31:39,codeSC147,0.75,90.85,28-02-2022,
25-02-2022,08:31:39,codeSC148,0.74,86.85,28-02-2022,
25-02-2022,08:31:39,codeSC149,0.73,83.15,28-02-2022,
25-02-2022,08:31:39,codeSC150,0.72,78.15,28-02-2022,
25-02-2022,08:31:39,codeSC151,0.69,76.2,28-02-2022,
25-02-2022,08:31:39,codeSC152,0.68,72.1,28-02-2022,
25-02-2022,08:31:39,codeSC153,0.66,68.6,28-02-2022,
25-02-2022,08:31:39,codeSC154,0.65,64.65,28-02-2022,
25-02-2022,08:31:39,codeSC155,0.63,62.05,28-02-2022,
25-02-2022,08:31:39,codeSC156,0.61,58.25,28-02-2022,
25-02-2022,08:31:39,codeSC157,0.6,54.65,28-02-2022,
25-02-2022,08:31:39,codeSC158,0.58,51.4,28-02-2022,
25-02-2022,08:31:39,codeSC159,0.56,48.25,28-02-2022,
25-02-2022,08:31:39,codeSC160,0.54,46,28-02-2022,
25-02-2022,08:31:39,codeSC161,0.52,43.05,28-02-2022,
25-02-2022,08:31:39,codeSC162,0.5,40.5,28-02-2022,
25-02-2022,08:31:39,codeSC163,0.48,37.45,28-02-2022,
25-02-2022,08:31:39,codeSC164,0.46,34.5,28-02-2022,
25-02-2022,08:31:39,codeSC165,0.44,31.9,28-02-2022,
25-02-2022,08:31:39,codeSC166,0.42,29.75,28-02-2022,
25-02-2022,08:31:39,codeSC167,0.4,28,28-02-2022,
25-02-2022,08:31:39,codeSC168,0.38,25.4,28-02-2022,
25-02-2022,08:31:39,codeSC169,0.36,23.3,28-02-2022,
25-02-2022,08:31:39,codeSC170,0.34,21.4,28-02-2022,
25-02-2022,08:31:39,codeSC171,0.32,19.55,28-02-2022,
25-02-2022,08:31:39,codeSC172,0.3,17.8,28-02-2022,
25-02-2022,08:31:39,codeSC173,0.28,16.2,28-02-2022,
25-02-2022,08:31:39,codeSC174,0.26,14.8,28-02-2022,
25-02-2022,08:31:39,codeSC175,0.24,13.3,28-02-2022,
25-02-2022,08:31:39,codeSC176,0.23,12,28-02-2022,
25-02-2022,08:31:39,codeSC177,0.21,10.85,28-02-2022,
25-02-2022,08:31:39,codeSC178,0.19,9.55,28-02-2022,
25-02-2022,08:31:39,codeSC179,0.18,8.5,28-02-2022,
25-02-2022,08:31:39,codeSC180,0.16,7.55,28-02-2022,
25-02-2022,08:31:40,codeSC181,0.15,6.65,28-02-2022,
25-02-2022,08:31:40,codeSC182,0.13,5.9,28-02-2022,
25-02-2022,08:31:40,codeSC183,0.12,5.1,28-02-2022,
25-02-2022,08:31:40,codeSC184,0.11,4.5,28-02-2022,
25-02-2022,08:31:40,codeSC185,0.1,4,28-02-2022,
25-02-2022,08:31:40,codeSC186,0.09,3.45,28-02-2022,
25-02-2022,08:31:40,codeSC187,0.08,3.025,28-02-2022,
25-02-2022,08:31:40,codeSC188,0.07,2.575,28-02-2022,
25-02-2022,08:31:40,codeSC189,0.06,2.25,28-02-2022,
25-02-2022,08:31:40,codeSC190,0.05,1.925,28-02-2022,
25-02-2022,08:31:40,codeSC191,0.05,1.7,28-02-2022,
25-02-2022,08:31:40,codeSC192,0.04,1.45,28-02-2022,
25-02-2022,08:31:40,codeSC193,0.04,1.25,28-02-2022,
25-02-2022,08:31:40,codeSC194,0.03,1.075,28-02-2022,
25-02-2022,08:31:40,codeSC195,0.03,0.925,28-02-2022,
25-02-2022,08:31:40,codeSC196,0.02,0.775,28-02-2022,
25-02-2022,08:31:40,codeSC197,0.02,0.675,28-02-2022,
25-02-2022,08:31:40,codeSC198,0.02,0.575,28-02-2022,
25-02-2022,08:31:40,codeSC199,0.02,0.475,28-02-2022,
25-02-2022,08:31:40,codeSC200,0.01,0.425,28-02-2022,
25-02-2022,08:31:40,codeSC201,0.01,0.325,28-02-2022,
25-02-2022,08:31:40,codeSC202,0.01,0.275,28-02-2022,
25-02-2022,08:31:40,codeSC203,0.01,0.225,28-02-2022,
25-02-2022,08:31:40,codeSP90,-0.01,0.725,28-02-2022,
25-02-2022,08:31:40,codeSP91,-0.01,0.775,28-02-2022,
25-02-2022,08:31:40,codeSP92,-0.01,0.825,28-02-2022,
25-02-2022,08:31:40,codeSP93,-0.01,0.825,28-02-2022,
25-02-2022,08:31:40,codeSP94,-0.01,0.875,28-02-2022,
25-02-2022,08:31:40,codeSP95,-0.02,0.925,28-02-2022,
25-02-2022,08:31:40,codeSP96,-0.02,0.975,28-02-2022,
25-02-2022,08:31:40,codeSP97,-0.02,1.025,28-02-2022,
25-02-2022,08:31:40,codeSP98,-0.02,1.075,28-02-2022,
25-02-2022,08:31:40,codeSP99,-0.02,1.125,28-02-2022,
25-02-2022,08:31:40,codeSP100,-0.02,1.175,28-02-2022,
25-02-2022,08:31:41,codeSP101,-0.02,1.225,28-02-2022,
25-02-2022,08:31:41,codeSP102,-0.02,1.275,28-02-2022,
25-02-2022,08:31:41,codeSP103,-0.02,1.375,28-02-2022,
25-02-2022,08:31:41,codeSP104,-0.02,1.4,28-02-2022,
25-02-2022,08:31:41,codeSP105,-0.03,1.5,28-02-2022,
25-02-2022,08:31:41,codeSP106,-0.03,1.55,28-02-2022,
25-02-2022,08:31:41,codeSP107,-0.03,1.625,28-02-2022,
25-02-2022,08:31:41,codeSP108,-0.03,1.7,28-02-2022,
25-02-2022,08:31:41,codeSP109,-0.03,1.8,28-02-2022,
25-02-2022,08:31:41,codeSP110,-0.03,1.9,28-02-2022,
25-02-2022,08:31:41,codeSP111,-0.03,2,28-02-2022,
25-02-2022,08:31:41,codeSP112,-0.04,2.15,28-02-2022,
25-02-2022,08:31:41,codeSP113,-0.04,2.25,28-02-2022,
25-02-2022,08:31:41,codeSP114,-0.04,2.375,28-02-2022,
25-02-2022,08:31:41,codeSP115,-0.04,2.5,28-02-2022,
25-02-2022,08:31:41,codeSP116,-0.05,2.65,28-02-2022,
25-02-2022,08:31:41,codeSP117,-0.05,2.8,28-02-2022,
25-02-2022,08:31:41,codeSP118,-0.05,2.975,28-02-2022,
25-02-2022,08:31:41,codeSP119,-0.05,3.2,28-02-2022,
25-02-2022,08:31:41,codeSP120,-0.06,3.35,28-02-2022,
25-02-2022,08:31:41,codeSP121,-0.06,3.55,28-02-2022,
25-02-2022,08:31:41,codeSP122,-0.06,3.85,28-02-2022,
25-02-2022,08:31:41,codeSP123,-0.07,4.05,28-02-2022,
25-02-2022,08:31:41,codeSP124,-0.07,4.25,28-02-2022,
25-02-2022,08:31:41,codeSP125,-0.07,4.45,28-02-2022,
25-02-2022,08:31:41,codeSP126,-0.08,4.8,28-02-2022,
25-02-2022,08:31:41,codeSP127,-0.08,5.1,28-02-2022,
25-02-2022,08:31:41,codeSP128,-0.09,5.4,28-02-2022,
25-02-2022,08:31:41,codeSP129,-0.09,5.75,28-02-2022,
25-02-2022,08:31:41,codeSP130,-0.1,6.2,28-02-2022,
25-02-2022,08:31:41,codeSP131,-0.11,6.5,28-02-2022,
25-02-2022,08:31:41,codeSP132,-0.11,6.95,28-02-2022,
25-02-2022,08:31:41,codeSP133,-0.12,7.3,28-02-2022,
25-02-2022,08:31:42,codeSP134,-0.13,7.85,28-02-2022,
25-02-2022,08:31:42,codeSP135,-0.13,8.35,28-02-2022,
25-02-2022,08:31:42,codeSP136,-0.14,8.9,28-02-2022,
25-02-2022,08:31:42,codeSP137,-0.15,9.3,28-02-2022,
25-02-2022,08:31:42,codeSP138,-0.16,9.95,28-02-2022,
25-02-2022,08:31:42,codeSP139,-0.17,10.65,28-02-2022,
25-02-2022,08:31:42,codeSP140,-0.17,11.35,28-02-2022,
25-02-2022,08:31:42,codeSP141,-0.18,11.85,28-02-2022,
25-02-2022,08:31:42,codeSP142,-0.19,12.7,28-02-2022,
25-02-2022,08:31:42,codeSP143,-0.2,13.55,28-02-2022,
25-02-2022,08:31:42,codeSP144,-0.21,14.3,28-02-2022,
25-02-2022,08:31:42,codeSP145,-0.23,15.05,28-02-2022,
25-02-2022,08:31:42,codeSP146,-0.24,16.35,28-02-2022,
25-02-2022,08:31:42,codeSP147,-0.25,17.3,28-02-2022,
25-02-2022,08:31:42,codeSP148,-0.26,18.15,28-02-2022,
25-02-2022,08:31:42,codeSP149,-0.28,19.3,28-02-2022,
25-02-2022,08:31:42,codeSP150,-0.29,20.5,28-02-2022,
25-02-2022,08:31:42,codeSP151,-0.31,21.9,28-02-2022,
25-02-2022,08:31:42,codeSP152,-0.32,23,28-02-2022,
25-02-2022,08:31:42,codeSP153,-0.34,24.3,28-02-2022,
25-02-2022,08:31:42,codeSP154,-0.35,26.35,28-02-2022,
25-02-2022,08:31:42,codeSP155,-0.37,28.7,28-02-2022,
25-02-2022,08:31:42,codeSP156,-0.39,28.95,28-02-2022,
25-02-2022,08:31:42,codeSP157,-0.41,30.8,28-02-2022,
25-02-2022,08:31:42,codeSP158,-0.42,33,28-02-2022,
25-02-2022,08:31:42,codeSP159,-0.44,35.05,28-02-2022,
25-02-2022,08:31:42,codeSP160,-0.46,36.5,28-02-2022,
25-02-2022,08:31:42,codeSP161,-0.48,39.15,28-02-2022,
25-02-2022,08:31:42,codeSP162,-0.5,40.65,28-02-2022,
25-02-2022,08:31:42,codeSP163,-0.52,43.75,28-02-2022,
25-02-2022,08:31:42,codeSP164,-0.54,45.4,28-02-2022,
25-02-2022,08:31:43,codeSP165,-0.56,47.9,28-02-2022,
25-02-2022,08:31:43,codeSP166,-0.58,50.5,28-02-2022,
25-02-2022,08:31:43,codeSP167,-0.6,54.1,28-02-2022,
25-02-2022,08:31:43,codeSP168,-0.62,56.55,28-02-2022,
25-02-2022,08:31:43,codeSP169,-0.64,59.55,28-02-2022,
25-02-2022,08:31:43,codeSP170,-0.66,62.6,28-02-2022,
25-02-2022,08:31:43,codeSP171,-0.68,65.75,28-02-2022,
25-02-2022,08:31:43,codeSP172,-0.7,69,28-02-2022,
25-02-2022,08:31:43,codeSP173,-0.72,72.4,28-02-2022,
25-02-2022,08:31:43,codeSP174,-0.74,75.95,28-02-2022,
25-02-2022,08:31:43,codeSP175,-0.76,79.75,28-02-2022,
25-02-2022,08:31:43,codeSP176,-0.78,83.1,28-02-2022,
25-02-2022,08:31:43,codeSP177,-0.78,88.1,28-02-2022,
25-02-2022,08:31:43,codeSP178,-0.81,90.8,28-02-2022,
25-02-2022,08:31:43,codeSP179,-0.83,94.7,28-02-2022,
25-02-2022,08:31:43,codeSP180,-0.84,98.75,28-02-2022,
25-02-2022,08:31:43,codeSP181,-0.86,102.85,28-02-2022,
25-02-2022,08:31:43,codeSP182,-0.87,107,28-02-2022,
25-02-2022,08:31:43,codeSP183,-0.89,111.15,28-02-2022,
25-02-2022,08:31:43,codeSP184,-0.9,115.6,28-02-2022,
25-02-2022,08:31:43,codeSP185,-0.91,120,28-02-2022,
25-02-2022,08:31:43,codeSP186,-0.92,124.65,28-02-2022,
25-02-2022,08:31:43,codeSP187,-0.93,129.15,28-02-2022,
25-02-2022,08:31:43,codeSP188,-0.94,133.6,28-02-2022,
25-02-2022,08:31:43,codeSP189,-0.94,138.4,28-02-2022,
25-02-2022,08:31:43,codeSP190,-0.95,143.1,28-02-2022,
25-02-2022,08:31:43,codeSP191,-0.96,147.55,28-02-2022,
25-02-2022,08:31:43,codeSP192,-0.96,152.6,28-02-2022,
25-02-2022,08:31:43,codeSP193,-0.96,157.7,28-02-2022,
25-02-2022,08:31:43,codeSP194,-0.97,162.2,28-02-2022,
25-02-2022,08:31:43,codeSP195,-0.97,167.2,28-02-2022,
25-02-2022,08:31:43,codeSP196,-0.98,171.85,28-02-2022,
25-02-2022,08:31:43,codeSP197,-0.98,177,28-02-2022,
25-02-2022,08:31:43,codeSP198,-0.98,181.85,28-02-2022,
25-02-2022,08:31:43,codeSP199,-0.99,186.75,28-02-2022,
25-02-2022,08:31:43,codeSP200,-1,191.25,28-02-2022,
25-02-2022,08:31:44,codeSP201,-1,195.15,28-02-2022,
25-02-2022,08:31:44,codeSP202,-1,199,28-02-2022,
25-02-2022,08:31:44,codeSP203,-0.99,206.8,28-02-2022,
25-02-2022,08:31:50,codeSC12,1,194.9,25-02-2022,
25-02-2022,08:31:50,codeSC13,1,190,25-02-2022,
25-02-2022,08:31:50,codeSC14,1,185,25-02-2022,
25-02-2022,08:31:50,codeSC15,1,180.1,25-02-2022,
25-02-2022,08:31:50,codeSC16,1,175.15,25-02-2022,
25-02-2022,08:31:50,codeSC17,1,170.05,25-02-2022,
25-02-2022,08:31:50,codeSC18,1,166.2,25-02-2022,
25-02-2022,08:31:50,codeSC19,1,160.95,25-02-2022,
25-02-2022,08:31:50,codeSC20,1,156.05,25-02-2022,
25-02-2022,08:31:50,codeSC21,1,150.35,25-02-2022,
25-02-2022,08:31:50,codeSC22,1,145.55,25-02-2022,
25-02-2022,08:31:50,codeSC23,1,141.1,25-02-2022,
25-02-2022,08:31:50,codeSC24,1,135.9,25-02-2022,
25-02-2022,08:31:50,codeSC25,1,131,25-02-2022,
25-02-2022,08:31:50,codeSC26,1,125.85,25-02-2022,
25-02-2022,08:31:50,codeSC27,0.9,122.3,25-02-2022,
25-02-2022,08:31:50,codeSC28,0.9,117.3,25-02-2022,
25-02-2022,08:31:50,codeSC29,0.91,112,25-02-2022,
25-02-2022,08:31:50,codeSC30,0.89,107.4,25-02-2022,
25-02-2022,08:31:51,codeSC31,0.86,103.6,25-02-2022,
25-02-2022,08:31:51,codeSC32,0.84,99.05,25-02-2022,
25-02-2022,08:31:51,codeSC33,0.85,93.7,25-02-2022,
25-02-2022,08:31:51,codeSC34,0.84,88.95,25-02-2022,
25-02-2022,08:31:51,codeSC35,0.82,84.45,25-02-2022,
25-02-2022,08:31:51,codeSC36,0.8,80.4,25-02-2022,
25-02-2022,08:31:51,codeSC37,0.78,76.3,25-02-2022,
25-02-2022,08:31:51,codeSC38,0.77,70.9,25-02-2022,
25-02-2022,08:31:51,codeSC39,0.75,66.85,25-02-2022,
25-02-2022,08:31:51,codeSC40,0.73,62.75,25-02-2022,
25-02-2022,08:31:51,codeSC41,0.7,59.6,25-02-2022,
25-02-2022,08:31:51,codeSC42,0.68,55.2,25-02-2022,
25-02-2022,08:31:51,codeSC43,0.66,51.3,25-02-2022,
25-02-2022,08:31:51,codeSC44,0.64,47.55,25-02-2022,
25-02-2022,08:31:51,codeSC45,0.61,43.55,25-02-2022,
25-02-2022,08:31:51,codeSC46,0.59,40.2,25-02-2022,
25-02-2022,08:31:51,codeSC47,0.56,36.8,25-02-2022,
25-02-2022,08:31:51,codeSC48,0.53,33.1,25-02-2022,
25-02-2022,08:31:51,codeSC49,0.5,30.3,25-02-2022,
25-02-2022,08:31:51,codeSC50,0.47,27.3,25-02-2022,
25-02-2022,08:31:51,codeSC51,0.44,24.45,25-02-2022,
25-02-2022,08:31:51,codeSC52,0.41,21.8,25-02-2022,
25-02-2022,08:31:51,codeSC53,0.38,19.5,25-02-2022,
25-02-2022,08:31:51,codeSC54,0.35,17,25-02-2022,
25-02-2022,08:31:51,codeSC55,0.32,15.15,25-02-2022,
25-02-2022,08:31:51,codeSC56,0.3,13.35,25-02-2022,
25-02-2022,08:31:51,codeSC57,0.27,11.45,25-02-2022,
25-02-2022,08:31:51,codeSC58,0.24,10.1,25-02-2022,
25-02-2022,08:31:51,codeSC59,0.22,8.55,25-02-2022,
25-02-2022,08:31:51,codeSC60,0.19,7.4,25-02-2022,
25-02-2022,08:31:51,codeSC61,0.17,6.25,25-02-2022,
25-02-2022,08:31:51,codeSC62,0.15,5.25,25-02-2022,
25-02-2022,08:31:51,codeSC63,0.13,4.35,25-02-2022,
25-02-2022,08:31:51,codeSC64,0.11,3.65,25-02-2022,
25-02-2022,08:31:51,codeSC65,0.1,2.975,25-02-2022,
25-02-2022,08:31:51,codeSC66,0.08,2.375,25-02-2022,
25-02-2022,08:31:51,codeSC67,0.07,1.95,25-02-2022,
25-02-2022,08:31:51,codeSC68,0.06,1.575,25-02-2022,
25-02-2022,08:31:51,codeSC69,0.05,1.175,25-02-2022,
25-02-2022,08:31:51,codeSC70,0.04,0.9,25-02-2022,
25-02-2022,08:31:52,codeSC71,0.03,0.675,25-02-2022,
25-02-2022,08:31:52,codeSC72,0.02,0.525,25-02-2022,
25-02-2022,08:31:52,codeSC73,0.02,0.425,25-02-2022,
25-02-2022,08:31:52,codeSC74,0.01,0.3,25-02-2022,
25-02-2022,08:31:52,codeSP12,-0.01,0.3,25-02-2022,
25-02-2022,08:31:52,codeSP13,-0.01,0.325,25-02-2022,
25-02-2022,08:31:52,codeSP14,-0.01,0.35,25-02-2022,
25-02-2022,08:31:52,codeSP15,-0.02,0.425,25-02-2022,
25-02-2022,08:31:52,codeSP16,-0.02,0.45,25-02-2022,
25-02-2022,08:31:52,codeSP17,-0.02,0.5,25-02-2022,
25-02-2022,08:31:52,codeSP18,-0.02,0.575,25-02-2022,
25-02-2022,08:31:52,codeSP19,-0.02,0.675,25-02-2022,
25-02-2022,08:31:52,codeSP20,-0.03,0.75,25-02-2022,
25-02-2022,08:31:52,codeSP21,-0.03,0.85,25-02-2022,
25-02-2022,08:31:52,codeSP22,-0.04,1,25-02-2022,
25-02-2022,08:31:52,codeSP23,-0.04,1.1,25-02-2022,
25-02-2022,08:31:52,codeSP24,-0.05,1.275,25-02-2022,
25-02-2022,08:31:52,codeSP25,-0.05,1.45,25-02-2022,
25-02-2022,08:31:52,codeSP26,-0.06,1.65,25-02-2022,
25-02-2022,08:31:52,codeSP27,-0.07,1.975,25-02-2022,
25-02-2022,08:31:52,codeSP28,-0.07,2.2,25-02-2022,
25-02-2022,08:31:52,codeSP29,-0.08,2.425,25-02-2022,
25-02-2022,08:31:52,codeSP30,-0.09,2.8,25-02-2022,
25-02-2022,08:31:52,codeSP31,-0.1,3.15,25-02-2022,
25-02-2022,08:31:52,codeSP32,-0.11,3.45,25-02-2022,
25-02-2022,08:31:52,codeSP33,-0.13,3.95,25-02-2022,
25-02-2022,08:31:52,codeSP34,-0.14,4.4,25-02-2022,
25-02-2022,08:31:52,codeSP35,-0.16,4.8,25-02-2022,
25-02-2022,08:31:52,codeSP36,-0.18,5.5,25-02-2022,
